bgc_id,organism,biosynth_class,novelty_hashed,novelty_esm,novelty_combined
BGC0003010,Mycetohabitans  endofungorum B5 (HKI-0456),NRPS,0.6882352941176471,0.9645161290322581,0.966034155597723
BGC0002176,Fusarium graminearum PH-1,terpene,0.14762808349146112,0.9842504743833017,0.9654648956356736
BGC0000308,Staphylococcus aureus subsp. aureus str. JKD6008,NRPS,0.29316888045540795,0.9823529411764707,0.9650853889943074
BGC0003082,Streptomyces lavendulae NRRL B-2774,NRPS,0.03738140417457306,0.9884250474383302,0.9647058823529412
BGC0002391,Zea mays,terpene,0.23529411764705882,0.9863377609108159,0.9647058823529412
BGC0000307,Aureobasidium pullulans,NRPS,0.8077798861480077,0.9686907020872866,0.9647058823529411
BGC0003058,Mortierella  alpina ATCC 32222,NRPS,0.3176470588235294,0.9789373814041746,0.9639468690702087
BGC0003053,Mortierella alpina ATCC 32222,NRPS,0.3058823529411765,0.9812144212523719,0.9631878557874762
BGC0002786,Streptomyces griseus subsp. griseus nbrc 13350 ,terpene,0.1823529411764706,0.9825426944971537,0.9628083491461101
BGC0002005,Xanthomonas oryzae pv. oryzae,RiPP,0.6087286527514231,0.9717267552182163,0.96280834914611
BGC0001795,Nostoc sp. UHCC 0450,PKS,0.9548387096774194,0.7055028462998103,0.962618595825427
BGC0001135,Xenorhabdus budapestensis,NRPS,0.35426944971537,0.9724857685009487,0.9624288425047438
BGC0003079,Streptomyces flavidovirens DSM 40150,NRPS,0.25161290322580643,0.9855787476280835,0.9616698292220114
BGC0002555,Acremonium sp.,hybrid,0.7607210626185958,0.9664136622390892,0.9612903225806452
BGC0001876,Thalassospira sp. CNJ-328,NRPS,0.498292220113852,0.9717267552182163,0.9612903225806452
BGC0001844,Paraburkholderia rhizoxinica HKI 454,NRPS,0.5918406072106261,0.9759013282732447,0.9612903225806451
BGC0000867,Ectothiorhodospira shaposhnikovii,other,0.17533206831119544,0.9869070208728653,0.9612903225806451
BGC0002392,Oryza sativa Japonica Group,terpene,0.1256166982922201,0.9884250474383302,0.960910815939279
BGC0001093,Sorangium cellulosum,hybrid,0.9833017077798862,0.46280834914611,0.9607210626185958
BGC0001825,Xenorhabdus nematophila AN6/1,NRPS,0.31480075901328275,0.9770398481973435,0.9603415559772297
BGC0000412,Pseudomonas aeruginosa PAO1,NRPS,0.4075901328273245,0.9789373814041746,0.9601518026565465
BGC0001329,Streptomyces lilacinus,hybrid,0.5197343453510437,0.9838709677419355,0.9590132827324478
BGC0000056,Actinomadura verrucosospora,PKS,0.23605313092979127,0.9736242884250474,0.9588235294117647
BGC0001631,Microcystis aeruginosa NIES-87,hybrid,0.777988614800759,0.9335863377609108,0.9584440227703985
BGC0001758,Paraburkholderia rhizoxinica HKI 454,NRPS,0.48197343453510433,0.9648956356736242,0.9582542694497154
BGC0001974,Digenea simplex,other,0.09392789373814042,0.9851992409867172,0.9578747628083492
BGC0001780,Herpetosiphon sp. B060,NRPS,0.8110056925996205,0.9529411764705882,0.9571157495256166
BGC0002075,Pseudomonas fluorescens,NRPS,0.3081593927893738,0.9521821631878558,0.9563567362428842
BGC0000920,Bacillus cereus,other,0.031878557874762806,0.9876660341555977,0.9561669829222011
BGC0000426,Paenibacillus larvae,NRPS,0.2918406072106262,0.9588235294117646,0.9533206831119545
BGC0003084,Saccharopolyspora  antimicrobica DSM 45119,NRPS,0.1984819734345351,0.9804554079696395,0.9533206831119545
BGC0001186,Candidatus Entotheonella serta,PKS,0.9472485768500949,0.7138519924098672,0.9527514231499051
BGC0002919,Streptomyces cirratus 248-Sq2,NRPS,0.9793168880455407,0.12960151802656547,0.9527514231499051
BGC0000574,Caulobacter segnis ATCC 21756,RiPP,0.13908918406072107,0.9774193548387097,0.9523719165085389
BGC0001200,Streptomyces sp. NBRC 109706,PKS,0.5582542694497153,0.9426944971537002,0.9519924098671726
BGC0002814,Acanthopleuribacter pedis KCTC 12899,hybrid,0.9829222011385199,0.5098671726755218,0.9514231499051233
BGC0003000,Streptomyces lavendulae  subsp. lavendulae,NRPS,0.20702087286527515,0.9688804554079696,0.9512333965844402
BGC0002174,Epichloe festucae,NRPS,0.20740037950664136,0.9690702087286527,0.9510436432637571
BGC0002723,Jatropha curcas,terpene,0.04838709677419355,0.9685009487666034,0.9510436432637571
BGC0000459,Streptomyces griseoviridis,hybrid,0.9846299810246679,0.21650853889943072,0.9508538899430741
BGC0000618,Enterococcus faecium DO,RiPP,0.07855787476280834,0.9690702087286528,0.9500948766603415
BGC0000149,Sorangium cellulosum,PKS,0.898102466793169,0.7622390891840607,0.9497153700189753
BGC0001527,Gelatoporia subvermispora,other,0.34535104364326374,0.9740037950664137,0.9493358633776091
BGC0000041,Pseudomonas syringae,PKS,0.5941176470588235,0.9411764705882353,0.9491461100569261
BGC0001481,Fusarium fujikuroi IMI 58289,terpene,0.0068311195445920295,0.9730550284629981,0.9483870967741935
BGC0000846,Pseudomonas syringae,other,0.06888045540796964,0.9629981024667932,0.9480075901328273
BGC0000749,Escherichia coli,other,0.06736242884250473,0.9510436432637571,0.9478178368121442
BGC0001198,Herpetosiphon aurantiacus DSM 785,terpene,0.3223908918406072,0.9673624288425047,0.9470588235294117
BGC0002355,Streptomyces neyagawaensis,PKS,0.9385199240986717,0.8077798861480076,0.9466793168880456
BGC0001133,Xenorhabdus bovienii SS-2004,NRPS,0.5392789373814042,0.942314990512334,0.9459203036053131
BGC0002708,Coniophora puteana RWD-64-598 SS2,terpene,0.48842504743833015,0.972865275142315,0.9457305502846299
BGC0002518,Pseudomonas sp. SZ57,NRPS,0.31669829222011386,0.9535104364326376,0.9455407969639469
BGC0000525,Bacillus licheniformis,RiPP,0.09240986717267552,0.9705882352941176,0.9453510436432637
BGC0000081,Streptoalloteichus sp. ATCC 53650,hybrid,0.9833017077798861,0.12352941176470589,0.9447817836812145
BGC0001116,Streptomyces virginiae,hybrid,0.9669829222011386,0.3472485768500949,0.9444022770398481
BGC0001301,Streptomyces sp. T676,PKS,0.9516129032258065,0.8337760910815939,0.9438330170777989
BGC0002668,Clostridium estertheticum,RiPP,0.86280834914611,0.8240986717267552,0.9432637571157496
BGC0001809,Bacillus thuringiensis serovar chinensis CT-43,other,0.08766603415559773,0.9768500948766603,0.9428842504743833
BGC0001962,Cyanobium sp. LEGE 06113,PKS,0.38216318785578746,0.9601518026565465,0.9425047438330171
BGC0000561,Streptococcus thermophilus,RiPP,0.9893738140417457,0.6673624288425047,0.9419354838709677
BGC0001836,Gynuella sunshinyii YC6258,PKS,0.9760910815939279,0.6297912713472487,0.9413662239089184
BGC0002815,Acanthopleuribacter pedis KCTC 12899,hybrid,0.9013282732447818,0.7924098671726756,0.9409867172675521
BGC0000002,Kutzneria albida DSM 43870,PKS,0.9795066413662239,0.28861480075901325,0.9409867172675521
BGC0001101,Streptomyces atroolivaceus,hybrid,0.9810246679316887,0.0874762808349146,0.9409867172675521
BGC0002873,Burkholderia gladioli BCC0238,PKS,0.9857685009487667,0.2531309297912714,0.9404174573055029
BGC0001554,Methanosarcina barkeri str. Fusaro,other,0.11537001897533207,0.967741935483871,0.9404174573055029
BGC0000184,Sorangium cellulosum,PKS,0.9692599620493358,0.42827324478178364,0.9402277039848197
BGC0002660,Chitinophaga eiseniae,NRPS,0.5493358633776091,0.962618595825427,0.9402277039848197
BGC0001160,Synechococcus sp. PCC 7002,PKS,0.5819734345351044,0.9681214421252372,0.9383301707779886
BGC0002681,Francisella tularensis subsp. tularensis SCHU S4,other,0.09222011385199241,0.9614800759013282,0.9383301707779886
BGC0001833,Burkholderia gladioli,NRPS,0.32599620493358633,0.9282732447817836,0.9383301707779885
BGC0002955,Staphylococcus epidermidis IVK83,NRPS,0.8094876660341557,0.9174573055028463,0.9383301707779885
BGC0002406,Oryza sativa Japonica Group,other,0.15692599620493358,0.966034155597723,0.9379506641366224
BGC0001642,Fusarium fujikuroi IMI 58289,terpene,0.009487666034155597,0.9770398481973435,0.9377609108159393
BGC0002911,Pestalotiopsis fici W106-1,hybrid,0.27666034155597724,0.962618595825427,0.9366223908918406
BGC0001240,Metarhizium robertsii,NRPS,0.644022770398482,0.9468690702087286,0.935483870967742
BGC0001997,Nicotiana tabacum,terpene,0.09981024667931689,0.9770398481973435,0.9352941176470588
BGC0001905,Streptomyces somaliensis,PKS,0.2702087286527515,0.9662239089184061,0.9347248576850096
BGC0002286,Photorhabdus laumondii subsp. laumondii TTO1,NRPS,0.46091081593927896,0.9525616698292221,0.9341555977229601
BGC0002068,Labrenzia sp. PHM005,hybrid,0.9795066413662239,0.5833017077798861,0.9330170777988614
BGC0002665,Pseudomonas syringae pv. maculicola str. ES4326,RiPP,0.9599620493358634,0.6650853889943074,0.9324478178368122
BGC0003015,Achromobacter xylosoxidans sp. 2789STDY5663426,RiPP,0.04079696394686907,0.9631878557874762,0.932068311195446
BGC0001069,Sorangium cellulosum,hybrid,0.9265654648956356,0.7925996204933586,0.9318785578747628
BGC0000602,Bacillus subtilis subsp. spizizenii ATCC 6633,RiPP,0.04212523719165085,0.9571157495256166,0.9313092979127136
BGC0001408,Xanthomonas oryzae pv. oryzae KACC 10331,other,0.12960151802656547,0.9345351043643264,0.9313092979127134
BGC0003043,Pseudomonas ogarae ,RiPP,0.060721062618595834,0.9521821631878558,0.930550284629981
BGC0001091,Corallococcus coralloides,hybrid,0.9415559772296016,0.41385199240986714,0.930360531309298
BGC0000485,Lactobacillus acidophilus,RiPP,0.012333965844402276,0.9529411764705882,0.930360531309298
BGC0000351,Mycolicibacterium smegmatis MC2 155,NRPS,0.34402277039848195,0.9364326375711576,0.9301707779886148
BGC0001201,Sorangium cellulosum So ce56,terpene,0.745920303605313,0.9472485768500949,0.9299810246679316
BGC0001134,Photorhabdus laumondii subsp. laumondii TTO1,other,0.1791271347248577,0.9889943074003795,0.9299810246679316
BGC0001672,[Flexibacter] sp. ATCC 35103,NRPS,0.5925996204933586,0.8937381404174574,0.9297912713472486
BGC0000810,Zea mays,other,0.16717267552182163,0.9618595825426945,0.9297912713472486
BGC0002451,Streptomyces sp.,PKS,0.9246679316888046,0.4641366223908918,0.9292220113851992
BGC0002608,Aspergillus steynii,hybrid,0.48975332068311195,0.9692599620493358,0.9290322580645161
BGC0000657,Pseudanabaena sp. dqh15,terpene,0.41347248576850093,0.9590132827324478,0.9284629981024668
BGC0000988,Sorangium cellulosum,hybrid,0.8444022770398483,0.8574952561669829,0.9284629981024668
BGC0001560,Moorea producens JHB,hybrid,0.606831119544592,0.9343453510436432,0.9265654648956356
BGC0002395,Hordeum vulgare subsp. vulgare,terpene,0.9144212523719165,0.8721062618595825,0.9263757115749525
BGC0001109,unidentified unclassified sequences.,hybrid,0.8360531309297913,0.8557874762808348,0.9258064516129032
BGC0000870,Mycobacterium tuberculosis H37Rv,other,0.02409867172675522,0.9836812144212523,0.9258064516129032
BGC0002056,sponge metagenome,hybrid,0.9489563567362429,0.7946869070208729,0.92561669829222
BGC0002114,Sandaracinus sp. MSr10575,hybrid,0.920493358633776,0.8760910815939279,0.9248576850094876
BGC0002644,Chondria armata,terpene,0.17495256166982923,0.9533206831119545,0.9248576850094876
BGC0001944,Streptosporangium sp.,PKS,0.9736242884250474,0.0618595825426945,0.9244781783681215
BGC0000895,Lactobacillus plantarum subsp. plantarum,other,0.1430740037950664,0.9611005692599621,0.9244781783681214
BGC0002640,Thalassomonas actiniarum,RiPP,0.13453510436432636,0.9741935483870968,0.9233396584440228
BGC0000866,Burkholderia sp. DSM 9242,other,0.23870967741935484,0.9648956356736242,0.9229601518026566
BGC0000176,Bacillus velezensis FZB42,PKS,0.9464895635673625,0.7146110056925996,0.9225806451612903
BGC0003069,Microbulbifer sp. MKSA007,NRPS,0.5013282732447818,0.9119544592030361,0.9225806451612903
BGC0003024,Aspergillus fumigatus Af293,NRPS,0.06793168880455408,0.9658444022770398,0.9223908918406072
BGC0002341,Planctomycetales bacterium 10988,other,0.02106261859582543,0.9823529411764707,0.9222011385199241
BGC0002890,Pseudomonas entomophila 4A7,NRPS,0.4026565464895636,0.9428842504743833,0.922201138519924
BGC0002897,Desulforegula conservatrix Mb1Pa,RiPP,0.7715370018975332,0.9481973434535105,0.9220113851992411
BGC0002125,Chromobacterium vaccinii MWU205,NRPS,0.8597722960151803,0.8115749525616698,0.9218216318785579
BGC0002568,Streptomyces scabiei 87.22,other,0.9827324478178368,0.555977229601518,0.9210626185958255
BGC0000377,Bacillus sp. NK2003,NRPS,0.7413662239089185,0.8681214421252372,0.9210626185958255
BGC0002926,Pseudomonas fluorescens strain MYb115,PKS,0.3392789373814042,0.9316888045540797,0.9208728652751423
BGC0002631,Pyxidicoccus fallax,RiPP,0.22163187855787475,0.9343453510436432,0.9201138519924099
BGC0001989,Kluyveromyces lactis,other,0.05351043643263757,0.9624288425047438,0.9197343453510436
BGC0001132,Xenorhabdus nematophila ATCC 19061,NRPS,0.3607210626185958,0.935483870967742,0.9191650853889943
BGC0002276,Aspergillus nidulans FGSC A4,NRPS,0.5590132827324479,0.9453510436432637,0.918595825426945
BGC0000465,Xenorhabdus nematophila ATCC 19061,NRPS,0.5180265654648957,0.9273244781783682,0.9180265654648956
BGC0000580,Xanthomonas gardneri ATCC 19865,RiPP,0.10550284629981024,0.9700189753320683,0.9178368121442124
BGC0001164,Cyanothece sp. PCC 7822,PKS,0.26584440227703987,0.9332068311195445,0.91707779886148
BGC0000910,Streptomyces coelicolor A3(2),other,0.5392789373814042,0.9705882352941176,0.91707779886148
BGC0002401,Arabidopsis thaliana,terpene,0.17438330170777988,0.9497153700189753,0.9159392789373815
BGC0000534,Streptococcus mutans,RiPP,0.020872865275142316,0.9472485768500949,0.9155597722960152
BGC0000018,Streptomyces eurythermus,PKS,0.7307400379506641,0.883111954459203,0.915180265654649
BGC0000669,Arabidopsis thaliana,terpene,0.3368121442125237,0.9362428842504744,0.9151802656546489
BGC0000644,Dietzia sp. CQ4,terpene,0.029032258064516127,0.9163187855787476,0.9146110056925996
BGC0001680,Bradyrhizobiaceae bacterium SG-6C,other,0.040796963946869075,0.9814041745730551,0.9140417457305503
BGC0000570,Asticcacaulis excentricus CB 48,RiPP,0.11669829222011385,0.9537001897533206,0.9140417457305503
BGC0002754,Moorena producens JHB,NRPS,0.8705882352941177,0.9136622390891841,0.9134724857685009
BGC0002520,Micromonospora sp.,PKS,0.9601518026565465,0.2047438330170778,0.9129032258064516
BGC0003048,Tistrella mobilis KA081020-065,NRPS,0.57134724857685,0.9227703984819735,0.9127134724857685
BGC0001217,Streptomyces qinglanensis,other,0.043833017077798866,0.9607210626185958,0.9127134724857684
BGC0000554,Streptomyces filamentosus NRRL 15998,RiPP,0.5734345351043644,0.886337760910816,0.9125237191650855
BGC0000637,Corynebacterium glutamicum,terpene,0.4812144212523719,0.9140417457305503,0.9115749525616699
BGC0001128,Photorhabdus laumondii subsp. laumondii TTO1,NRPS,0.45351043643263755,0.9130929791271347,0.9110056925996205
BGC0000416,Xenorhabdus nematophila ATCC 19061,NRPS,0.7130929791271348,0.9047438330170778,0.9110056925996205
BGC0000911,Streptomyces griseus subsp. griseus NBRC 13350,other,0.043074003795066415,0.9555977229601518,0.9106261859582543
BGC0000912,Streptomyces griseus subsp. griseus NBRC 13350,other,0.0444022770398482,0.9614800759013282,0.9102466793168881
BGC0001383,Jeotgalibacillus marinus,PKS,0.8683111954459204,0.8129032258064516,0.9096774193548387
BGC0000798,Sorghum bicolor,other,0.1381404174573055,0.9485768500948767,0.9094876660341555
BGC0001112,Paraburkholderia rhizoxinica,hybrid,0.9146110056925996,0.698292220113852,0.9092979127134725
BGC0002311,Cutibacterium acnes KPA171202,RiPP,0.07343453510436432,0.9510436432637571,0.9091081593927894
BGC0001834,Cystobacter sp. SBCb004,NRPS,0.7159392789373814,0.8719165085388995,0.9089184060721063
BGC0002472,Brevibacillus brevis,NRPS,0.7275142314990513,0.86280834914611,0.9083491461100569
BGC0000628,Lactobacillus paragasseri JV-V03,RiPP,0.9620493358633777,0.8094876660341556,0.9079696394686907
BGC0001312,Pseudomonas fluorescens SBW25,NRPS,0.9713472485768502,0.535673624288425,0.9075901328273245
BGC0002193,Aspergillus terreus NIH2624,other,0.31005692599620494,0.9622390891840608,0.9075901328273245
BGC0001740,Streptomyces avermitilis,hybrid,0.9495256166982922,0.12903225806451613,0.9072106261859583
BGC0002706,Myxococcus xanthus,NRPS,0.611764705882353,0.9011385199240987,0.9070208728652751
BGC0000402,Paenibacillus larvae subsp. larvae DSM 25430,NRPS,0.755977229601518,0.8639468690702088,0.9056925996204934
BGC0002274,Aspergillus terreus NIH2624,NRPS,0.31138519924098673,0.9453510436432637,0.905123339658444
BGC0002475,Pseudomonas protegens,NRPS,0.5195445920303605,0.9178368121442125,0.9043643263757115
BGC0001366,Streptomyces sp. FJS31-2,PKS,0.26584440227703987,0.9106261859582543,0.9037950664136623
BGC0002055,sponge metagenome,hybrid,0.933776091081594,0.6800759013282732,0.9034155597722959
BGC0000550,Streptococcus salivarius,RiPP,0.3263757115749526,0.9398481973434536,0.903225806451613
BGC0000675,Streptomyces clavuligerus ATCC 27064,terpene,0.20075901328273243,0.9277039848197344,0.9024667931688805
BGC0000645,Halobacillus halophilus DSM 2266,terpene,0.2157495256166983,0.9383301707779886,0.9024667931688805
BGC0002914,Okeania sp. VPG18-21 ,NRPS,0.9421252371916509,0.7967741935483872,0.9024667931688805
BGC0001299,Sorangium cellulosum,PKS,0.9064516129032258,0.5603415559772296,0.9018975332068311
BGC0001199,Streptomyces sp. NBRC 109706,PKS,0.7757115749525616,0.8571157495256168,0.9
BGC0001416,Pseudomonas sp. In5,NRPS,0.8994307400379506,0.583111954459203,0.8994307400379506
BGC0002940,Sorangium cellulosum So ce1875,hybrid,0.8664136622390892,0.7288425047438329,0.8992409867172676
BGC0000572,Burkholderia thailandensis E444,RiPP,0.08045540796963947,0.9328273244781784,0.8992409867172675
BGC0002046,Gynuella sunshinyii YC6258,hybrid,0.9462998102466793,0.45654648956356736,0.8990512333965844
BGC0003083,Sphingopyxis alaskensis BR2256,RiPP,0.09620493358633775,0.9428842504743833,0.8990512333965844
BGC0001963,Catenulispora sp.,PKS,0.9783681214421251,0.03377609108159393,0.8988614800759014
BGC0000617,Bacillus coagulans,RiPP,0.028273244781783682,0.927134724857685,0.8986717267552182
BGC0001879,Pseudomonas fluorescens,other,0.19487666034155599,0.9574952561669829,0.8986717267552182
BGC0000571,Paraburkholderia rhizoxinica HKI 454,RiPP,0.06091081593927894,0.9250474383301708,0.898102466793169
BGC0001174,Corynebacterium urealyticum DSM 7111,RiPP,0.09582542694497154,0.9362428842504744,0.8979127134724858
